"Type of Project Owner","Administration","Type of External Services","Region","Divisional","Budgetary year","Project description","Type of service","Provisionary amount of contract","Project owner","Method of tendering","Launching date","Date of attribution of contract","Date of signing of contract","Date of start-off of work","Date of receipt of services"
"1","29","0","0","0","2015","Gardienn4e des locaux du MINRESI","SPI","25 000 000","MINRESI","DC","26/11/2014","29/12/2014","16/01/2015","21/01/2015","21/01/2016"
"1","29","0","0","0","2015","Entretien des locaux du MINRESI","BEC","18 000 000","MINRESI","DC","26/11/2014","29/12/2014","16/01/2015","21/01/2015","21/01/2016"
"1","27","0","0","0","2015","Etude en vue de la constitution des listes de contrôle et daudit spécifique au secteur des P&T et Tic","SPI","15 000 000","MINPOSTEL","AONR","04/02/2015","08/04/2015","28/04/2015","18/05/2015","17/06/2015"
"1","27","0","0","0","2015","Etude comparative sur la fiscalité et les prélèvements auxquels sont soumis les opérateurs de télécommunications dans les pays afric8ns","SPI","50 000 000","MINPOSTEL / Visa MINMAP","AOIR","04/02/2015","08/05/2015","04/06/2015","23/06/2015","24/08/2015"
"1","27","0","0","0","2015","Etude en vue de la dématérialisation des procédures, dune application mobile des textes et procédures du secteur Postes et Télécommunications","SPI","10 000 000","MINPOSTEL","AONR","02/02/2015","03/04/2015","22/04/2015","11/05/2015","25/06/2015"
"1","27","0","0","0","2015","Enquête nationale et mise en place dune plateforme de lindice national daccès aux TIC","SPI","80 000 000","MINPOSTEL / Visa MINMAP","AONR","02/02/2015","03/04/2015","29/04/2015","18/05/2015","17/07/2015"
"1","27","0","0","0","2015","Etude pour la transformation du bureau de poste sis au lieu-dit monument du cinquanten8re de Buéa en musée postal","SPI","15 000 000","MINPOSTEL","AONR","30/01/2015","03/04/2015","22/04/2015","11/05/2015","25/06/2015"
"1","27","0","0","0","2015","Etude architecturale et géotechnique pour la construction du bureau de poste de Mboro (Port en eau profonde de Kribi)","SPI","21 000 000","MINPOSTEL","AONR","30/01/2015","03/04/2015","22/04/2015","11/05/2015","25/06/2015"
"1","27","0","0","0","2015","Achat photocopieurs (Lot 3)","AG","15 000 000","MINPOSTEL","AONO","27/01/2015","20/03/2015","08/04/2015","27/04/2015","27/05/2015"
"1","27","0","0","0","2015","Achat des micro-ordinateurs, imprimantes et onduleurs (lot 2)","AG","60 000 000","MINPOSTEL","AONO","27/01/2015","20/03/2015","08/04/2015","27/04/2015","27/05/2015"
"1","27","0","0","0","2015","Achat des micro-ordinateurs, imprimantes et onduleurs (lot 1)","AG","55 000 000","MINPOSTEL","AONO","27/01/2015","20/03/2015","08/04/2015","27/04/2015","27/05/2015"
"1","27","0","0","0","2015","Achat de mobilier de bureaux pour les services déconcentrés. (lot 2)","AG","45 000 000","MINPOSTEL","AONO","26/01/2015","20/03/2015","08/04/2015","27/04/2015","11/06/2015"
"1","27","0","0","0","2015","Achat de mobilier de bureaux pour les services centraux (lot 1)","AG","72 169 000","MINPOSTEL","AONO","26/01/2015","20/03/2015","08/04/2015","27/04/2015","27/05/2015"
"1","27","0","0","0","2015","Construction dun for4e au MINPOSTEL","AI","16 000 000","MINPOSTEL","DC","21/01/2015","23/02/2015","13/03/2015","01/04/2015","01/06/2015"
"1","27","0","0","0","2015","Construction de la cantine du MINPOSTEL","BEC","48 500 000","MINPOSTEL","AONO","21/01/2015","16/03/2015","03/04/2015","22/04/2015","22/06/2015"
"1","27","0","0","0","2015","Construction du bureau de poste de Memvéélé (lot 2)","BEC","49 500 000","MINPOSTEL","AONO","21/01/2015","16/03/2015","03/04/2015","22/04/2015","22/07/2015"
"1","27","0","0","0","2015","Construction du bureau de poste de Lom Pangar (lot 1)","BEC","49 500 000","MINPOSTEL","AONO","21/01/2015","16/03/2015","03/04/2015","22/04/2015","22/07/2015"
"1","27","0","0","0","2015","Achat de 09 véhicules pour les services centraux : 01 berline MINPOSTEL, 06 berlines pour Directeurs, 01 véhicule pour courrier, 01 bus Coaster (4 lots)","AG","245 300 000","MINPOSTEL / Visa MINMAP","AONO","19/01/2015","13/03/2015","08/04/2015","27/04/2015","12/05/2015"
"1","34","0","0","0","2015","Production et diffusion audiovisuelle en continue : Acquisition des unités de production (caméras numériques, bancs de mont4e, système d'exploitation, matériel de régie, son, accessoires)","AG","20 000 000","MINTOUL","DC","02/03/2015","03/04/2015","22/04/2015","11/05/2015","11/06/2015"
"1","34","0","0","0","2015","Réalisation des travaux d'entretien du bâtiment abritant des services centraux du MINTOUL","BEC","30 000 000","MINTOUL","DC","13/02/2015","17/03/2015","07/04/2015","27/04/2015","27/07/2015"
"1","34","0","0","0","2015","Equipement des services centraux : Acquisition de 02 Véhicules berline","AG","40 000 000","MINTOUL","DC","27/02/2015","31/03/2015","21/04/2015","11/05/2015","25/06/2015"
"1","34","0","0","0","2015","Equipement des services centraux : Acquisition de 04 photocopieurs","AG","10 000 000","MINTOUL","DC","27/02/2015","31/03/2015","21/04/2015","11/05/2015","11/06/2015"
"1","34","0","0","0","2015","Equipement des services centraux : Acquisition des mobiliers et du matériel de bureau","AG","35 000 000","MINTOUL","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","06/07/2015"
"1","34","0","0","0","2015","Construction du centre de formation professionnelle aux métiers de l'hôtellerie et de la restauration : Acquisition et sécurisation du terr8n","SPI","25 000 000","MINTOUL","AONR","27/02/2015","01/05/2015","21/05/2015","10/06/2015","10/08/2015"
"1","34","0","0","0","2015","Equipement des services centraux : Acquisition de 08 lots de matériels informatique et réseau (ordinateurs complets:onduleurs,imprimantes, para-surtenseurs, équipements réseau)","AG","20 000 000","MINTOUL","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","05/06/2015"
"1","34","0","0","0","2015","Actualisation du site web : Intégration du SIG","SPI","10 000 000","MINTOUL","AONR","20/02/2015","24/04/2015","13/05/2015","02/06/2015","02/09/2015"
"1","34","0","0","0","2015","Actualisation du schéma SDI","SPI","20 000 000","MINTOUL","AONR","20/02/2015","24/04/2015","13/05/2015","02/06/2015","02/09/2015"
"1","34","0","0","0","2015","Sécurisation du parc informatique : Achat antivirus","AG","10 000 000","MINTOUL","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","05/06/2015"
"1","34","0","0","0","2015","Mise en réseau des sites et établissements touristiques et de loisirs","AI","20 000 000","MINTOUL","DC","20/02/2015","24/03/2015","14/04/2015","04/05/2015","04/08/2015"
"1","34","0","0","0","2015","Elaboration et vulgarisation des mesures de sécurité dans le secteur du tourisme et loisirs : Elaboration des normes de sécurité du touriste","SPI","35 000 000","MINTOUL","AONR","18/02/2015","22/04/2015","12/05/2015","02/06/2015","02/09/2015"
"1","34","0","0","0","2015","Elaboration d'une stratégie d'amélioration de la sécurité du touriste","SPI","40 000 000","MINTOUL","AONR","18/02/2015","22/04/2015","12/05/2015","02/06/2015","02/09/2015"
"1","34","0","0","0","2015","Elaboration des instruments et indicateurs de mesures de sécurité dans les sites et établissements de tourisme et de loisirs : Mise en place d'un système informatique sécurit8re","SPI","20 000 000","MINTOUL","AONR","18/02/2015","22/04/2015","12/05/2015","02/06/2015","02/09/2015"
"1","34","0","0","0","2015","Elaboration des instruments et indicateurs de mesures de sécurité dans les sites et établissements de tourisme et de loisirs : Enquête de collecte de données sur le terr8n","SPI","10 000 000","MINTOUL","AONR","17/02/2015","22/04/2015","12/05/2015","02/06/2015","02/09/2015"
"1","34","0","0","0","2015","Elaboration de lannu8re des statistiques du tourisme et des loisirs","SPI","40 000 000","MINTOUL","AONR","17/02/2015","22/04/2015","12/05/2015","02/06/2015","02/09/2015"
"1","34","0","0","0","2015","Elaboration de la stratégie de Développement des Loisirs au Cameroun","SPI","35 000 000","MINTOUL","AONR","17/02/2015","22/04/2015","12/05/2015","02/06/2015","02/09/2015"
"1","34","0","0","0","2015","Aquisition des équipements pour les 8res des jeux pour enfants dans la ville de Ngaoundéré","AG","65 000 000","MINTOUL","AONO","18/02/2015","13/04/2015","01/05/2015","21/05/2015","21/09/2015"
"1","34","0","0","0","2015","Construction d'un Parc de Loisirs à Ebolowa : Equipement des structures de restauration, des espaces de jeux et de loisirs","AG","20 000 000","MINTOUL","DC","12/02/2015","16/03/2015","03/04/2015","22/04/2015","21/08/2015"
"1","34","0","0","0","2015","Construction d'un Parc de Loisirs à Ebolowa : Amén4ement des voiries et réseaux divers. Lot 3","BEC","15 000 000","MINTOUL","AONO","12/02/2015","06/04/2015","24/04/2015","13/05/2015","14/09/2015"
"1","34","0","0","0","2015","Construction d'un Parc de Loisirs à Ebolowa : Construction du bloc Infirmérie, vest8res et toilettes publiques. Lot 2","BEC","30 000 000","MINTOUL","AONO","12/02/2015","06/04/2015","24/04/2015","14/05/2015","14/09/2015"
"1","34","0","0","0","2015","Construction d'un Parc de Loisirs à Ebolowa : Construction de l'arène (espace d'animation diverse). Lot 1","BEC","25 000 000","MINTOUL","AONO","12/02/2015","06/04/2015","24/04/2015","14/05/2015","14/10/2015"
"1","34","0","0","0","2015","Construction d'un Parc de Loisirs à Ebolowa :M8trise d'oeuvre","SPI","15 000 000","MINTOUL","AONR","12/02/2015","15/04/2015","05/05/2015","26/05/2015","26/10/2015"
"1","34","0","0","0","2015","Construction d'un parc de loisirs à Buéa : Construction des Structures Administratifs et d'accueil. Lot 2","BEC","75 000 000","MINTOUL","AONO","09/02/2015","03/04/2015","22/04/2015","12/05/2015","11/09/2015"
"1","34","0","0","0","2015","Construction d'un parc de loisirs à Buéa : Construction des infrastructures de sports de pleine 8r pour les enfants et jeunes. Lot 1","BEC","20 000 000","MINTOUL","AONO","09/02/2015","03/04/2015","22/04/2015","12/05/2015","11/09/2015"
"1","34","0","0","0","2015","Construction d'un parc de loisirs à Buéa : M8trise d'oeuvre","SPI","15 000 000","MINTOUL","AONR","09/02/2015","10/04/2015","29/04/2015","19/05/2015","19/10/2015"
"1","34","0","0","0","2015","Amén4ement d'une station nautique à M4A: Branchement du site aux réseaux AES","AI","15 000 000","MINTOUL","DC","06/02/2015","10/03/2015","31/03/2015","20/04/2015","20/07/2015"
"1","34","0","0","0","2015","Amén4ement d'une station nautique à M4A: Construction de deux structures d'hébergement","BEC","80 000 000","MINTOUL","AONO","06/02/2015","01/04/2015","21/04/2015","12/05/2015","11/09/2015"
"1","34","0","0","0","2015","Amén4ement d'une station nautique à M4A: M8trise d'oeuvre","SPI","20 000 000","MINTOUL","AONR","06/02/2015","10/04/2015","29/04/2015","19/05/2015","19/10/2015"
"1","34","0","0","0","2015","Amén4ement d'une station nautique à L4DO: Branchement du site aux réseaux AES.","AI","15 000 000","MINTOUL","DC","04/02/2015","09/03/2015","27/03/2015","15/04/2015","15/07/2015"
"1","34","0","0","0","2015","Amén4ement d'une station nautique à L4DO: Création des pl4es en côte (construction dun ouvr4e de soutènement, ensablement, etc) . Lot 2","BEC","50 000 000","MINTOUL","AONO","04/02/2015","30/03/2015","17/04/2015","07/05/2015","07/09/2015"
"1","34","0","0","0","2015","Amén4ement d'une station nautique à L4DO: Amén4ement des espaces récréatifs et de relaxation . Lot1","BEC","20 000 000","MINTOUL","AONO","04/02/2015","30/03/2015","17/04/2015","07/05/2015","07/09/2015"
"1","34","0","0","0","2015","Amén4ement d'une station nautique à L4DO: M8trise d'oeuvre","SPI","20 000 000","MINTOUL","AONR","04/02/2015","08/04/2015","28/04/2015","19/05/2015","19/10/2015"
"1","34","0","0","0","2015","Selection et évaluation des besoins en vue de la remise à niveau des hotels privés pour la CAN 2019 au Cameroun: Réalisation des études économique et technique","SPI","50 000 000","MINTOUL/VISA MINMAP","AONR","02/02/2015","03/04/2015","29/04/2015","19/05/2015","19/08/2015"
"1","34","0","0","0","2015","Réalisation des études en vue de la réhabilitation du parc hôtelier de l'Etat dans les Regions hôtes de la CAN 2019: Réalisation des études techniques (APS)","SPI","50 000 000","MINTOUL/VISA MINMAP","AONR","02/02/2015","03/04/2015","29/04/2015","19/05/2015","19/08/2015"
"1","34","0","0","0","2015","Réalisation des études pour la Construction et équipement de 02 de hôtels 4* de 100 chambres à Garoua et Foumban (CAN 2019): Réalisation des études architecturales et techniques (APS)","SPI","95 000 000","MINTOUL/VISA MINMAP","AONR","02/02/2015","03/04/2015","29/04/2015","19/05/2015","19/08/2015"
"1","34","0","0","0","2015","MISE à niveau 4* du Mount8n Hotel: Amélioration des infrastructures et amélioration des équipements et petit matériel d'exploitation","BEC","95 000 000","MINTOUL","AONO","04/02/2015","30/03/2015","17/04/2015","07/05/2015","07/09/2015"
"1","34","0","0","0","2015","Réhabilitation du bâtiment principal du Campement le Flamboyant","BEC","80 000 000","MINTOUL","AONO","23/01/2015","18/03/2015","07/04/2015","28/04/2015","28/08/2015"
"1","34","0","0","0","2015","Parc de la benoué, campement du buffle noir : électrification du site par énergie sol8re. Lot 2","AI","35 000 000","MINTOUL","AONO","30/01/2015","25/03/2015","14/04/2015","05/05/2015","05/11/2015"
"1","34","0","0","0","2015","Parc de la Benoué, Campement buffle noir : Construction d'un for4e avec réservoir . Lot 1","AI","20 500 000","MINTOUL","AONO","30/01/2015","25/03/2015","14/04/2015","05/05/2015","05/08/2015"
"1","34","0","0","0","2015","Parc de la Benoué, Campement buffle noir :  réhabilitation des bungalows","BEC","39 500 000","MINTOUL","AONO","30/01/2015","25/03/2015","14/04/2015","04/05/2015","04/08/2015"
"1","34","0","0","0","2015","Réhabilitation de l'Hôtel Atlantic Beach de Limbé : m8trise d'oeuvre","SPI","15 000 000","MINTOUL","AONR","23/01/2015","27/03/2015","15/04/2015","05/05/2015","04/09/2015"
"1","34","0","0","0","2015","Hôtel Atlantic Beach de Limbé : travaux de rehabilitation bâtiment principal","BEC","170 000 000","MINTOUL","AONO","23/01/2015","18/03/2015","07/04/2015","28/04/2015","28/07/2015"
"1","34","0","0","0","2015","Contrôle Géotechnique du Centre touristique de Meyomessala . lot 2","SPI","50 000 000","MINMAP","AONR","06/02/2015","10/04/2015","29/04/2015","19/05/2015","19/11/2015"
"1","34","0","0","0","2015","Maîtrise d'uvre des travaux de construction du Centre Touristique de Meyomessala . lot 1","SPI","100 000 000","MINMAP","AONR","06/02/2015","10/04/2015","29/04/2015","19/05/2015","30/12/2015"
"1","34","0","0","0","2015","Poursuite des travaux et équipement du Centre touristique de Meyomessala","BEC","850 000 000","MINMAP","AONO","13/02/2015","08/04/2015","28/04/2015","19/05/2015","18/12/2015"
"1","34","0","0","0","2015","Invent8res des ressources et recherche document8re","SPI","10 000 000","MINTOUL","AONO","24/02/2015","17/04/2015","06/05/2015","25/05/2015","25/08/2015"
"1","34","0","0","0","2015","Acquisition de logiciels techniques","AG","15 000 000","MINTOUL","DC","13/02/2015","17/03/2015","07/04/2015","27/04/2015","26/06/2015"
"1","34","0","0","0","2015","Mont Cameroun : construction d'un refuge au Mont Cameroun","BEC","25 000 000","MINTOUL","AONO","27/01/2015","20/03/2015","08/04/2015","28/04/2015","28/07/2015"
"1","34","0","0","0","2015","Actualisation de la carte touristique : collecte des données GPS des sites touristiques priorit8res","SPI","15 000 000","MINTOUL","AONR","20/01/2015","25/03/2015","14/04/2015","05/05/2015","05/08/2015"
"1","34","0","0","0","2015","Site de Bimbia : Construction d'une structure d'accueil comprenant un centre d'interpretation","BEC","50 000 000","MINTOUL","AONO","27/01/2015","20/03/2015","08/04/2015","28/04/2015","28/07/2015"
"1","34","0","0","0","2015","Chutes de la Lobé / Kribi : Amén4ement des parkings et latrines","BEC","30 000 000","MINTOUL","AONO","27/01/2015","20/03/2015","08/04/2015","28/04/2015","28/07/2015"
"1","34","0","0","0","2015","Amén4ement des lacs jumeaux de Manengouba : M8trise d'oeuvre","SPI","10 000 000","MINTOUL","AONR","27/01/2015","01/04/2015","21/04/2015","11/05/2015","11/11/2015"
"1","34","0","0","0","2015","Lac jumeaux de Manengouba : Réhabilitation de la voie daccès au site","ROUTE","120 000 000","MINTOUL","AONO","27/01/2015","20/03/2015","08/04/2015","27/04/2015","28/09/2015"
"1","31","0","0","0","2015","Achat et pose des pavés","AG","25 000 000","MINREX","DC","20/02/2015","24/03/2015","14/04/2015","04/05/2015","04/06/2015"
"1","31","0","0","0","2015","Amén4ement des espaces verts","BEC","25 000 000","MINREX","DC","20/02/2015","24/03/2015","14/04/2015","04/05/2015","03/07/2015"
"1","31","0","0","0","2015","Réhabilitation du système électrique","AI","30 000 000","MINREX","DC","16/02/2015","20/03/2015","08/04/2015","27/04/2015","26/06/2015"
"1","31","0","0","0","2015","Refection de la peinture des bâtiments","BEC","35 000 000","MINREX","DC","16/02/2015","20/03/2015","08/04/2015","27/04/2015","26/06/2015"
"1","31","0","0","0","2015","Amén4ement des toilettes","BEC","25 000 000","MINREX","DC","09/02/2015","13/03/2015","01/04/2015","20/04/2015","19/06/2015"
"1","31","0","0","0","2015","Achat et pose des rideaux","AG","30 000 000","MINREX","DC","09/02/2015","13/03/2015","01/04/2015","20/04/2015","04/06/2015"
"1","31","0","0","0","2015","Achat et pose des climatiseurs","AG","30 000 000","MINREX","DC","09/02/2015","13/03/2015","01/04/2015","20/04/2015","11/05/2015"
"1","31","0","0","0","2015","Parachèvement du bâtiment R+3 devant abriter les services centraux (phase 3)","BEC","400 000 000","MINREX / Visa MINMAP","AONO","Marché signé en 2013","Marché signé en 2013","Marché signé en 2013","12/01/2015","13/07/2015"
"1","31","0","0","0","2015","Parachèvement du bâtiment de la D8 (phase 3)","BEC","180 000 000","MINREX","AONO","Marché signé en 2013","Marché signé en 2013","Marché signé en 2013","12/01/2015","13/07/2015"
"1","31","0","0","0","2015","Elaboration du shéma directeur informatique","SPI","25 000 000","MINREX","AONR","02/02/2015","03/04/2015","22/04/2015","11/05/2015","11/09/2015"
"1","31","0","0","0","2015","Achat des véhicules pour les responsables (1 berline et 2 véhicules 4x4)","AG","120 000 000","MINREX / Visa MINMAP","AONO","18/02/2015","13/04/2015","08/05/2015","27/05/2015","16/06/2015"
"1","31","0","0","0","2015","Production des passeports biométriques","AG","175 000 000","MINREX / Visa MINMAP","AONO","02/02/2015","27/03/2015","22/04/2015","11/05/2015","11/08/2015"
"1","31","0","0","0","2015","Mutation des cartes manuelles en informatisées","SPI","30 000 000","MINREX","AONR","02/02/2015","03/04/2015","22/04/2015","11/05/2015","10/08/2015"
"1","31","0","0","0","2015","Acquisition et installation d'un groupe électrogène","AG","45 000 000","MINREX","DC","27/01/2015","27/02/2015","18/03/2015","06/04/2015","06/07/2015"
"1","31","0","0","0","2015","Acquisition du matériel informatique","AG","30 000 000","MINREX","DC","27/01/2015","27/02/2015","18/03/2015","06/04/2015","06/05/2015"
"1","31","0","0","0","2015","Achat mobilier de bureau","AG","45 000 000","MINREX","DC","27/01/2015","27/02/2015","18/03/2015","06/04/2015","06/05/2015"
"1","39","0","0","0","2015","Acquisition des véhicules pour les services centraux et déconcentrés","AG","110 000 000","MINEPDED/VISA MINMAP","AONO","09/03/2015","01/05/2015","28/05/2015","16/06/2015","17/08/2015"
"1","39","0","0","0","2015","Acquisition du matériel informatique","AG","29 500 000","MINEPDED","DC","02/02/2015","06/03/2015","25/03/2015","13/04/2015","13/05/2015"
"1","39","0","0","0","2015","Acquisition d'appareils de mesures de l'ép8sseur des plastiques","AG","30 000 000","MINEPDED","DC","02/02/2015","06/03/2015","25/03/2015","13/04/2015","12/06/2015"
"1","39","0","0","0","2015","Elaboration de la stratégie de developpement durable: Elaboraboration des axes strattégiques","SPI","40 000 000","MINEPDED","AONR","27/01/2015","01/04/2015","21/04/2015","18/05/2015","17/08/2015"
"1","39","0","0","0","2015","Régénération de 100 ha de mangroves dégradées","AI","25 000 000","MINEPDED","AONO","06/02/2015","01/04/2015","21/04/2015","11/05/2015","11/12/2015"
"1","39","0","0","0","2015","Restauration de 25 ha des berges dégradés sur la rive droite de la Benoué","AI","33 250 000","MINEPDED","AONO","06/02/2015","01/04/2015","21/04/2015","11/05/2015","11/12/2015"
"1","39","0","0","0","2015","Etude sur l'Etat des lieux de la dégradation des terres dans la région de l'Adamaoua: Lot 2","SPI","37 000 000","MINEPDED","AONR","02/02/2015","03/04/2015","22/04/2015","11/05/2015","11/08/2015"
"1","39","0","0","0","2015","Etude sur l'Etat des lieux de la dégradation des terres dans la région du Nord: Lot 1","SPI","35 000 000","MINEPDED","AONR","02/02/2015","03/04/2015","22/04/2015","11/05/2015","11/08/2015"
"1","39","0","0","0","2015","Mise en oeuvre de l'Opération Sahel Vert","SPI","485 070 000","MINMAP","AONO","12/02/2015","06/04/2015","24/04/2015","13/05/2015","14/12/2015"
"1","32","0","0","0","2015","DOSTS : Elaboration des textes reglement8res sur la procréation médicale assistée et le don d'organes","SPI","10 000 000","MINSANTE","AONR","17/02/2015","22/04/2015","12/05/2015","17/06/2015","17/07/2015"
"1","32","0","0","0","2015","DOSTS : Actualisation d'une tarification harmonisée par catégories d'hôpitaux","SPI","10 000 000","MINSANTE","AONR","17/02/2015","22/04/2015","12/05/2015","17/06/2015","17/07/2015"
"1","32","0","0","0","2015","CIS : Developpement des modules suplément8res de la carte sanit8re","SPI","20 000 000","MINSANTE","AONR","13/02/2015","17/04/2015","06/05/2015","10/06/2015","10/07/2015"
"1","32","0","0","0","2015","Cellule Informatique :Réhabilitation du réseau informatique du MINSANTE","AI","25 000 000","MINSANTE","DC","13/02/2015","17/03/2015","07/04/2015","27/04/2015","27/05/2015"
"1","32","0","0","0","2015","DRFP : Achat d'un véhicule pour hôtel du ministre","AG","15 000 000","MINSANTE","DC","12/02/2015","16/03/2015","03/04/2015","17/04/2015","07/05/2015"
"1","32","0","0","0","2015","ST-CP/SSS :Elaboration du PNDS 2016 - 2020","SPI","45 000 000","MINSANTE","AONR","12/02/2015","15/04/2015","05/05/2015","10/06/2015","10/07/2015"
"1","32","0","0","0","2015","DOSTS : Formation à la prise en charge des Accidentés de la Voie Publique (AVP)","SPI","15 000 000","MINSANTE","AONR","06/02/2015","10/04/2015","29/04/2015","03/06/2015","03/07/2015"
"1","32","0","0","0","2015","DEP:M8ntenance des centres d'hémodialyse et d'imagerie Medicale","SPI","40 000 000","MINSANTE","AONR","06/02/2015","10/04/2015","29/04/2015","03/06/2015","03/07/2015"
"1","32","0","0","0","2015","DEP : Etude de relevement des plateaux techniques des formations sanitaires des sites de la CAN","SPI","30 000 000","MINSANTE","AONR","06/02/2015","10/04/2015","29/04/2015","03/06/2015","03/07/2015"
"1","32","0","0","0","2015","DEP :Elaboration du plan de developpement des infrastructures","SPI","100 000 000","MINMAP","AONR","06/02/2015","10/04/2015","29/04/2015","03/06/2015","03/07/2015"
"1","32","0","0","0","2015","DEP : Maîtrise d'oeuvre pour la construction de l'immeuble OMS (phase 2)","SPI","15 000 000","MINMAP","AONR","21/01/2015","25/03/2015","14/04/2015","30/04/2015","30/11/2015"
"1","32","0","0","0","2015","DEP :Construction de l'immeuble de l'OMS (phase 2)","BEC","150 000 000","MINMAP","AONO","Marché signé en 2014","Marché signé en 2014","Marché signé en 2014","30/04/2015","30/10/2015"
"1","32","0","0","0","2015","DRFP: Acquisition des ambulances médicalisées (CAN 2016)","AG","150 000 000","MINSANTE / Visa MINMAP","AONO","02/02/2015","27/03/2015","22/04/2015","27/05/2015","27/08/2015"
"1","32","0","0","0","2015","DRFP: Acquisition des équipements médicaux pour la CAN 2016","AG","125 000 000","MINSANTE / Visa MINMAP","AONO","02/02/2015","27/03/2015","22/04/2015","27/05/2015","27/08/2015"
"1","32","0","0","0","2015","DRFP :Construction du centre de chirurgie cardiaque et d'assistance cardio-re7ratoire du Centre mère et enfant Chantal Biya","BEC","100 000 000","MINSANTE","AONO","03/02/2015","27/03/2015","15/04/2015","04/05/2015","04/11/2015"
"1","32","0","0","0","2015","DRFP :Maîtrise d'oeuvre pour la construction du centre de chirurgie cardiaque et d'assistance cardio-respiratoire du Centre mère et enfant Chantal Biya","SPI","10 000 000","MINSANTE","AONR","23/01/2015","27/03/2015","15/04/2015","04/05/2015","04/12/2015"
"1","32","0","0","0","2015","DSF :Aquisition des vaccins et autres intrants pour approvisionner les CVI (Centres de Vaccination Internationale) et les PSF (Postes de Santé aux","AG","50 000 000","MINSANTE","AONO","02/02/2015","27/03/2015","15/04/2015","04/05/2015","04/08/2015"
"1","32","0","0","0","2015","PNLT : Acquisition des réactfs de diagnostic de la tuberculose par frottis","AG","50 000 000","MINSANTE","AONO","02/02/2015","27/03/2015","15/04/2015","04/05/2015","04/08/2015"
"1","32","0","0","0","2015","LMEP :Acquisition des médicaments consommables prédisposés pour la prise en charge des catastrophes et des épidemies pour CERPLE","AG","50 000 000","MINSANTE","AONO","27/01/2015","20/03/2015","08/04/2015","13/05/2015","13/08/2015"
"1","32","0","0","0","2015","PNL Paludisme: Acquisition de l' Artesunate Injectable pour le traitement des cas de paludisme grave","AG","30 000 000","MINSANTE","DC","27/01/2015","27/02/2015","18/03/2015","06/04/2015","06/07/2015"
"1","32","0","0","0","2015","Acquisition de la Sulfadoxine Pyriméthamine pour la prévention du paludisme chez les femmes enceintes","AG","40 000 000","MINSANTE","DC","27/01/2015","27/02/2015","18/03/2015","06/04/2015","06/07/2015"
"1","32","0","0","0","2015","LNSP: Equipement du laboratoire","AG","30 000 000","MINSANTE","DC","27/01/2015","27/02/2015","18/03/2015","06/04/2015","06/07/2015"
"2","15","2","5","27","2016","Construction dun bloc de deux salles de classe au CES de  NDOTO KWAKWAK  (Arrondissement de NORD-MAKOMBE)","BEC","21 000 000","DD MINMAP NKAM / CES de NDOTTO KWAKWACK","AONO","22/01/2016","29/02/2016","14/03/2016","21/03/2016","21/06/2016"
"2","15","2","5","27","2016","Equipement du centre de ressource multimédia en 15 ordinateurs complets, 15 tables, 15 chaises, un scanner, les connexions réseaux et un serveur","AG","20 000 000","DD MINMAP NKAM / Lycée Bilingue de NKONDJOCK","DC","25/01/2016","25/02/2016","11/03/2016","18/03/2016","18/04/2016"
"2","1","2","5","27","2016","Nord-Makombé: Construction de la résidence du Sous-Préfet (phase 1)","BEC","80 000 000","DR MINMAP LT / PREFECTURE DU NKAM","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"2","15","2","5","27","2016","Equipement de latelier de maçonnerie du  CETIC NDOCKSAMBA (Arrondissement de NKONDJOCK)","AG","15 000 000","DD MINMAP NKAM / CETIC DE NDOCKSAMBA","DC","25/01/2016","25/02/2016","11/03/2016","18/03/2016","18/04/2016"
"2","10","2","5","27","2016","Equipement divers de bureau à la Délégation départementale du Nkam à Yabassi","AG","10 000 000","DD MINMAP NKAM / DD MINEPAT NKAM","DC","25/01/2016","25/02/2016","11/03/2016","18/03/2016","18/04/2016"
"2","15","2","5","27","2016","Construction dun bloc de deux salles de classe au CES de MOSSE (Arrondissement de YINGUI)","BEC","21 000 000","DD MINMAP NKAM / CES DE MOSSE","AONO","22/01/2016","29/02/2016","14/03/2016","21/03/2016","21/06/2016"
"2","13","2","5","27","2016","Extension de la connexion internet","AI","8 000 000","DD MINMAP NKAM / DD MINEFOP NKAM","AONO","22/01/2016","29/02/2016","14/03/2016","21/03/2016","23/05/2016"
"2","13","2","5","27","2016","Acquisition de six (06) ordinateurs complets (ordinateurs, imprimante, onduleur, surge)","AG","6 000 000","DD MINMAP NKAM / DD MINEFOP NKAM","DC","22/01/2016","22/02/2016","07/03/2016","14/03/2016","14/04/2016"
"2","10","2","5","27","2016","Equipement divers de bureau à la Délégation départementale du Nkam à Yabassi","AG","10 000 000","DD MINMAP NKAM / DD MINEPAT NKAM","DC","25/01/2016","25/02/2016","11/03/2016","18/03/2016","18/04/2016"
"2","15","2","5","28","2016","Equipement du Centre de Ressources Multi Média en quinze (15) Ordinateurs complets quinze (15) tables; quinze (15) chaises; un (01) scanner; les connexions","AG","20 000 000","DD MINMAP SANAGA MARITIME / LYCEE  DE DIZANGUE","DC","25/01/2016","25/02/2016","11/03/2016","21/03/2016","23/05/2016"
